
0.90,0,0,0.3,1.80,100,2,2,20,2,29,330,29,2,1,0.190,800,30,3.4,3,1,-4,15,25,38,0.8,-31.65,-6.8,300,20.7,0,1,0.032,0,1.23,-2.2,7.95,-8.92,0.15,0.06,0.094,1.0,3,0.44,1568,106,4.8,5.7,17.6,3.24,15,0.15,19.9,43.7 
0.7,0,0.35,0.5,0.1,100,0.5,1,20,1,29,330,29,1,3,1,1000,30,4,3,0,2,25,30,55,0.9,15.5,1000,0,1000,0,0.1,0.1085,0.212,1.9,-4.2,3.4,-2.11,0.15,0.5,0.351,0.5,3,0.4,1664,63,2.2,3.4,8.5,2.54,15,0,0,0
0.50,0,0,0.3,1.80,100,2,2,40,2,29,330,29,2,1,0.165,1400,30,9.3,3,1,-4,15,25,38,0.8,-25.25,-4.85,400,20.65,0,1,0.031,0,1.23,-2.2,7.95,-8.92,0.15,0.00,0.094,3.0,3,0.44,1568,106,4.8,5.7,17.6,3.24,15,0.05,13.4,52.0
0.50,0,0,0.3,1.80,100,2,2,20,2,29,330,29,2,1,0.165,766,30,4.4,3,1,-4,15,25,38,0.8,-29.25,-9.15,550,20.6,0,0.4,0.04,0,1.23,-2.2,7.95,-8.92,0.15,0.04,0.094,2.0,3,0.44,1568,106,4.8,5.7,17.6,3.24,15,0.05,17.7,45.4
0.7,0,0.35,0.5,0.1,100,0.5,1,20,1,29,330,29,1,3,1,1000,30,4,3,0,2,25,30,55,0.9,15.5,1000,0,1000,0,0.1,0.1085,0.212,1.9,-4.2,3.4,-2.11,0.15,0.5,0.351,0.5,3,0.4,1664,63,2.2,3.4,8.5,2.54,15,0,0,0
0.7,0,0.35,0.5,0.1,100,0.5,1,20,1,29,330,29,1,3,1,1000,30,4,3,0,2,25,30,55,0.9,15.5,1000,0,1000,0,0.1,0.1085,0.212,1.9,-4.2,3.4,-2.11,0.15,0.5,0.351,0.5,3,0.4,1664,63,2.2,3.4,8.5,2.54,15,0,0,0
0.7,0,0.35,0.5,0.1,100,0.5,1,20,1,29,330,29,1,3,1,1000,30,4,3,0,2,25,30,55,0.9,15.5,1000,0,1000,0,0.1,0.1085,0.212,1.9,-4.2,3.4,-2.11,0.15,0.5,0.351,0.5,3,0.4,1664,63,2.2,3.4,8.5,2.54,15,0,0,0
0.30,0,0,0.3,1.80,100,0.5,1,30,1,29,330,29,1,2,0.140,180,30,3.2,3,1,-4,15,25,38,0.9,-29.3,3.7,345,24.85,0,0.5,0.027,0,1.32,-2.46,3.35,-2.03,0.15,0.01,0.094,0.2,3,0.44,1568,106,4.8,5.7,17.6,3.24,15,0.15,23.2,36.6
0.7,0,0.35,0.5,0.1,100,0.5,1,20,1,29,330,29,1,3,1,1000,30,4,3,0,2,25,30,55,0.9,15.5,1000,0,1000,0,0.1,0.1085,0.212,1.9,-4.2,3.4,-2.11,0.15,0.5,0.351,0.5,3,0.4,1664,63,2.2,3.4,8.5,2.54,15,0,0,0
